iter	Passed	Remaining
661	2996	1529
662	3002	1526
663	3006	1521
664	3010	1516
665	3013	1511
666	3019	1507
667	3022	1502
668	3027	1497
669	3031	1492
670	3035	1488
671	3039	1483
672	3042	1478
673	3047	1473
674	3051	1469
675	3055	1464
676	3059	1459
677	3063	1455
678	3068	1450
679	3072	1446
680	3076	1441
681	3084	1437
682	3087	1433
683	3091	1428
684	3096	1423
685	3102	1419
686	3106	1415
687	3110	1410
688	3116	1406
689	3120	1402
690	3124	1397
691	3129	1393
692	3134	1388
693	3137	1383
694	3141	1378
695	3146	1374
696	3150	1369
697	3154	1364
698	3157	1359
699	3162	1355
700	3166	1350
701	3169	1345
702	3173	1340
703	3177	1336
704	3181	1331
705	3185	1326
706	3189	1321
707	3193	1317
708	3197	1312
709	3201	1307
710	3205	1302
711	3209	1298
712	3214	1293
713	3218	1289
714	3221	1284
715	3226	1279
716	3230	1275
717	3234	1270
718	3237	1265
719	3242	1261
720	3247	1256
721	3251	1251
722	3254	1247
723	3260	1242
724	3263	1238
725	3267	1233
726	3270	1228
727	3275	1223
728	3279	1219
729	3283	1214
730	3286	1209
731	3291	1205
732	3295	1200
733	3299	1195
734	3302	1190
735	3307	1186
736	3310	1181
737	3314	1176
738	3317	1171
739	3321	1167
740	3326	1162
741	3330	1158
742	3333	1153
743	3338	1148
744	3342	1143
745	3345	1139
746	3349	1134
747	3352	1129
748	3356	1124
749	3360	1120
750	3364	1115
751	3368	1110
752	3372	1106
753	3375	1101
754	3379	1096
755	3382	1091
756	3387	1087
757	3391	1082
758	3394	1077
759	3397	1073
760	3402	1068
761	3406	1064
762	3410	1059
763	3414	1054
764	3420	1050
765	3424	1046
766	3428	1041
767	3432	1036
768	3437	1032
769	3442	1028
770	3448	1024
771	3453	1020
772	3457	1015
773	3463	1011
774	3469	1007
775	3474	1002
776	3478	998
777	3483	994
778	3488	989
779	3493	985
780	3498	981
781	3504	976
782	3508	972
783	3511	967
784	3516	963
785	3521	958
786	3525	954
787	3529	949
788	3535	945
789	3539	940
790	3543	936
791	3547	931
792	3553	927
793	3557	923
794	3561	918
795	3567	914
796	3572	909
797	3576	905
798	3580	900
799	3586	896
800	3590	892
801	3593	887
802	3599	883
803	3604	878
804	3608	874
805	3612	869
806	3618	865
807	3622	860
808	3626	856
809	3632	852
810	3636	847
811	3640	842
812	3644	838
813	3665	837
814	3669	832
815	3672	828
816	3677	823
817	3682	819
818	3686	814
819	3690	810
820	3695	805
821	3699	801
822	3702	796
823	3706	791
824	3712	787
825	3717	783
826	3720	778
827	3724	773
828	3728	769
829	3732	764
830	3735	759
831	3739	755
832	3744	750
833	3747	745
834	3751	741
835	3754	736
836	3759	732
837	3764	727
838	3768	723
839	3771	718
840	3777	714
841	3781	709
842	3786	705
843	3791	700
844	3796	696
845	3800	691
846	3805	687
847	3811	683
848	3816	678
849	3820	674
850	3841	672
851	3846	668
852	3850	663
853	3855	659
854	3861	654
855	3866	650
856	3870	645
857	3876	641
858	3881	637
859	3886	632
860	3901	629
861	3907	625
862	3912	621
863	3916	616
864	3921	612
865	3927	607
866	3932	603
867	3937	598
868	3942	594
869	3947	589
870	3951	585
871	3957	580
872	3961	576
873	3965	571
874	3971	567
875	3975	562
876	3979	558
877	3983	553
878	3988	549
879	3992	544
880	3996	539
881	4000	535
882	4005	530
883	4008	526
884	4012	521
885	4015	516
886	4021	512
887	4026	507
888	4029	503
889	4034	498
890	4038	494
891	4042	489
892	4045	484
893	4049	480
894	4053	475
895	4057	470
896	4060	466
897	4064	461
898	4068	457
899	4072	452
900	4076	447
901	4080	443
902	4085	438
903	4088	434
904	4092	429
905	4095	424
906	4101	420
907	4105	415
908	4109	411
909	4112	406
910	4117	402
911	4120	397
912	4124	393
913	4127	388
914	4133	383
915	4137	379
916	4140	374
917	4143	370
918	4148	365
919	4152	361
920	4156	356
921	4159	351
922	4164	347
923	4168	342
924	4171	338
925	4175	333
926	4180	329
927	4184	324
928	4188	320
929	4191	315
930	4196	311
931	4200	306
932	4204	301
933	4207	297
934	4212	292
935	4216	288
936	4220	283
937	4223	279
938	4228	274
939	4232	270
940	4237	265
941	4241	261
942	4247	256
943	4250	252
944	4254	247
945	4258	243
946	4262	238
947	4267	234
948	4270	229
949	4275	225
950	4279	220
951	4283	215
952	4287	211
953	4291	206
954	4296	202
955	4300	197
956	4303	193
957	4308	188
958	4312	184
959	4316	179
960	4319	175
961	4324	170
962	4328	166
963	4332	161
964	4336	157
965	4341	152
966	4345	148
967	4348	143
968	4352	139
969	4357	134
970	4361	130
971	4365	125
972	4368	121
973	4373	116
974	4377	112
975	4381	107
976	4384	103
977	4390	98
978	4394	94
979	4397	89
980	4401	85
981	4406	80
982	4410	76
983	4413	71
984	4417	67
985	4422	62
986	4425	58
987	4429	53
988	4433	49
989	4438	44
990	4443	40
991	4447	35
992	4451	31
993	4456	26
994	4460	22
995	4464	17
996	4468	13
997	4472	8
998	4476	4
999	4480	0
